"id","pmid","nam","des","syn","mol","form","iup","smi","pdb","kegg","hmdb","mp","ws","db","rec","ref"
"20038","40973","Desogestrel","A synthetic progestational hormone used often as the progestogenic  component of combined oral contraceptive agents.","Desogestrel  Cerazette Marvelon Cyclessa  Mircette  Kariva  ortho-Cept  Mixture Name  Desogestrelum","310.47","C22H30O","(8S;9S;10R;13S;14S;17R)-13-ethyl-17-ethynyl-11-methylidene-1;2;3;6;7;8;9;10;12;14;15;16-dodecahydrocyclopenta[a]phenanthren-17-ol","CCC12CC(=C)C3C(C1CCC2(C#C)O)CCC4=CCCCC34","NA","C07629; D02367","NA","109.5","NA","DB00304","P03372; P06401; Q9H2M1; Q9H2M2; Q6TZ07; Q6TZ08; Q8NG42; Q8NG44; Q8NG45; Q8TDS3","Pubchem"
"20039","5311067","Desoximetasone","A topical anti-inflammatory glucocorticoid used in DERMATOSES; skin  allergies; PSORIASIS; etc.","Desoximetasone  Topicort","376.46","C22H29FO4","(8S;9R;10S;11S;13S;14S;16R;17S)-9-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10;13;16-trimethyl-7;8;11;12;14;15;16;17-octahydro-6H-cyclopenta[a]phenanthren-3-one","CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C","NA","D03697","NA","NA","NA","DB00547","P79686; Q6XLJ0; P49115; P04150; P06537; P49843; O73673; Q9N1U3; Q5R9P5; P59667; P06536; P79269; O13186; O46567; P35547; Q95267; P49844; Q3MSN1; Q3MSN4","Pubchem"
"20040","5952","Desoxycorticosterone acetate","21-Hydroxypregn-4-ene-3;20-dione. Desoxycorticosterone acetate (DOCA)  is used as replacement therapy in ADDISON DISEASE.","Percotol  Descorterone  Desoxycortonum  Desoxykorton  Decosteron  Decostrate  Docaquosum  Dorcostrin  Krinocorts","372.5","C23H32O4","[2-[(8S;9S;10R;13S;14S;17S)-10;13-dimethyl-3-oxo-1;2;6;7;8;9;11;12;14;15;16;17-dodecahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl] acetate","CC(=O)OCC(=O)C1CCC2C1(CCC3C2CCC4=CC(=O)CCC34C)C","NA","C14554; D03698","NA","157","8.73mg/ml at 25C","NA","NA","Pubchem"
"20041","6166","Desoxycorticosterone","21-Hydroxypregn-4-ene-3;20-dione. Desoxycorticosterone acetate (DOCA)  is used as replacement therapy in ADDISON DISEASE.","Desoxycortone Desoxycorticosterone  Cortexone Desossicortone  Desoxicortonum  Deoxycortone  11-Deoxycorticosterone  21-Hydroxyprogesterone  Deoxycorticosterone Desoxycorticosteronum","330.46","C21H30O3","(8S;9S;10R;13S;14S;17S)-17-(2-hydroxyacetyl)-10;13-dimethyl-1;2;6;7;8;9;11;12;14;15;16;17-dodecahydrocyclopenta[a]phenanthren-3-one","CC12CCC3C(C1CCC2C(=O)CO)CCC4=CC(=O)CCC34C","1Y9R;2AA7;2Q3Y","C03205; D07792","HMDB0000016","141.5","59.5mg/ml at 37C","NA","P08235","Pubchem; HMDB"
"20042","5743","Dexamethasone","An anti-inflammatory 9-fluoro-glucocorticoid.","Dexamethasone  Dexamethazone  Decadron  Maxidex Desametasone  Prednisolone F  Deltafluorene  Mediamethasone  Cortisumman","392.46","C22H29FO5","(8S;9R;10S;11S;13S;14S;16R;17R)-9-fluoro-11;17-dihydroxy-17-(2-hydroxyacetyl)-10;13;16-trimethyl-6;7;8;11;12;14;15;16-octahydrocyclopenta[a]phenanthren-3-one","CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C","NA","D00292","NA","262","89mg/ml at 25C","DB01234","P51843; P04150","Pubchem"
"20043","16752","Dexamethasone Isonicotinate","An anti-inflammatory; anti-allergic glucocorticoid that can be  administered orally; by inhalation; locally; and parenterally. It may  cause water and salt retention.","Auxiloson  Auxilson  Auxilsone  Voren  Auxison Dexamethasone 21-isonicotinate  Dexamethasone  Isonicotinate","497.56","C28H32FNO6","[2-[(8S;9R;10S;11S;13S;14S;16R;17R)-9-fluoro-11;17-dihydroxy-10;13;16-trimethyl-3-oxo-6;7;8;11;12;14;15;16-octahydrocyclopenta[a]phenanthren-17-yl]-2-oxoethyl]pyridine-4-carboxylate","CC1CC2C3CCC4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C5=CC=NC=C5)O)C)O)F)C","NA","NA","NA","NA","NA","NA","NA","Pubchem"
"20044","12594","DHEA sulfate","The circulating form of a major C19 steroid produced primarily by the  ADRENAL CORTEX. DHEA sulfate serves as a precursor for TESTOSTERONE;  ANDROSTENEDIONE; ESTRADIOL; and ESTRONE.","DHEA sulfate Dehydroepiandrosterone Sulfate  Prasterone sulfate Sulfate; DHA  Sulfate; Prasterone  Dehydroandrosterone sulfate  DHEA-S","368.49","C19H28O5S","[(3S;8R;9S;10R;13S;14S)-10;13-dimethyl-17-oxo-1;2;3;4;7;8;9;11;12;14;15;16-dodecahydrocyclopenta[a]phenanthren-3-yl] hydrogen sulfate","CC12CCC3C(C1CCC2=O)CC=C4C3(CCC(C4)OS(=O)(=O)O)C","NA","C04555","HMDB0001032","NA","NA","NA","Q95N78; O35507; Q07869; P23204; Q8HYL6; P37230; P37232; Q0ZAQ8; Q03181; P35396; P37233; O18971; Q4U3Q4; P57797; P37231; O18924; P37238; O62807; O19052","Pubchem"
"20045","667476","Dienestrol","A synthetic; non-steroidal estrogen structurally related to  stilbestrol. It is used; usually as the cream; in the treatment of  menopausal and postmenopausal symptoms.","Dienestrol  Dehydrostilbestrol  Dienoestrol bp  alpha-Dienestrol  Dienoestrolum  Mesohexestrol  Cycladiene  Dienoestrol Dienestrol  Estraguard  Estrodienol","266.33","C18H18O2","4-[(2E;4E)-4-(4-hydroxyphenyl)hexa-2;4-dien-3-yl]phenol","CC=C(C1=CC=C(C=C1)O)C(=CC)C2=CC=C(C=C2)O","NA","C08090; D00898","NA","227.5","3mg/ml at 37C","DB00890","P03372","Pubchem"
"20046","448537","Diethylstilbestrol","A synthetic nonsteroidal estrogen used in the treatment of menopausal  and postmenopausal disorders. It was also used formerly as a growth  promoter in animals. According to the Fourth Annual Report on  Carcinogens (NTP 85-002; 1985); diethylstilbestrol has been listed as  a known carcinogen. (Merck","Diethylstilbestrol  Stilbestrol Agostilben Stilbetin  Vagestrol  Stilboestroform  Menostilbeen  Oestrogenine  Oestromenin  Oestromensyl","268.35","C18H20O2","4-[(E)-4-(4-hydroxyphenyl)hex-3-en-3-yl]phenol","CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O","NA","C07620; D00577","NA","170.5","12mg/ml at 25C","DB00255","P03372; P62510; P62508","Pubchem"
"20047","71414","Diflorasone diacetate","RN given refers to (6alpha;11beta;16beta)-isomer; structure","Florone diflorasone diacetate  Psorcon Maxiflor diflorasone diacetate  diflorasone Apexicon e  Psorcon (TN)  Diflorasone di(acetate)","494.52","C26H32F2O7","[(6S;8S;9R;10S;11S;13S;14S;16S;17R)-17-(2-acetyloxyacetyl)-6;9-difluoro-11-hydroxy-10;13;16-trimethyl-3-oxo-6;7;8;11;12;14;15;16-octahydrocyclopenta[a]phenanthren-17-yl] acetate","CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)COC(=O)C)OC(=O)C)C)O)F)C)F","NA","D01327","NA","NA","NA","DB00223","NA","Pubchem"
"20048","17455","Diflucortolone","A topical glucocorticoid used in various DERMATOSES. It is absorbed  through the skin; bound to plasma albumin; and may cause adrenal  suppression. It is also administered as the valerate.","Diflucortolone  Diflucortolonum  Diflucortolona","394.45","C22H28F2O4","(6S;9R;16R)-6;9-difluoro-11-hydroxy-17-(2-hydroxyacetyl)-10;13;16-trimethyl-7;8;11;12;14;15;16;17-octahydro-6H-cyclopenta[a]phenanthren-3-one","CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1C(=O)CO)C)O)F)C)F","NA","NA","NA","242","NA","NA","NA","Pubchem"
"20049","37123","Diflubenzuron","An insect growth regulator which interferes with the formation of the  insect cuticle. It is effective in the control of mosquitoes and  flies.","Difluron  Diflubenzuron  Dimilin Duphacid  Larvakil  Micromite  Astonex  Dimilin G1  Dimilin G4","310.68","C14H9ClF2N2O2","N-[(4-chlorophenyl)carbamoyl]-2;6-difluorobenzamide","C1=CC(=C(C(=C1)F)C(=O)NC(=O)NC2=CC=C(C=C2)Cl)F","NA","C14427; D07829","NA","239","0.08mg/ml at 25C","NA","NA","Pubchem"
"20050","9305","Diiodotyrosine","A product from the iodination of MONOIODOTYROSINE. In the biosynthesis  of thyroid hormones; diiodotyrosine residues are coupled with other  monoiodotyrosine or diiodotyrosine residues to form T4 or T3 thyroid  hormones (THYROXINE and TRIIODOTHYRONINE).","L-Diiodotyrosine  3;5-Diiodo-L-tyrosine  DIT (amino acid)  L-3;5-Diiodotyrosine  3;5-L-Diiodotyrosine  3;5-Iodo-L-tyrosine  3;5-DIIODOTYROSINE  L-Tyrosine; 3;5-diiodo-","432.98","C9H9I2NO3","(2S)-2-amino-3-(4-hydroxy-3;5-diiodophenyl)propanoic acid","C1=C(C=C(C(=C1I)O)I)CC(C(=O)O)N","NA","C01060Â","HMDB0003474","NA","617mg/ml at 25C","NA","NA","Pubchem"
"20051","9051","Dydrogesterone","A synthetic progestational hormone with no androgenic or estrogenic  properties. Unlike many other progestational compounds; dydrogesterone  produces no increase in temperature and does not inhibit  OVULATION.","Dydrogesterone  Hydrogesterone  Isopregnenone Duphaston Gynorest  Diphaston  Gestatron  Dufaston  Duvaron","312.45","C21H28O2","(8S;9R;10S;13S;14S;17S)-17-acetyl-10;13-dimethyl-1;2;8;9;11;12;14;15;16;17-decahydrocyclopenta[a]phenanthren-3-one","CC(=O)C1CCC2C1(CCC3C2C=CC4=CC(=O)CCC34C)C","NA","D01217","NA","169.5","NA","DB00378","P06401","Pubchem"
"20052","19212","alpha-Ecdysone","A steroid hormone that regulates the processes of MOLTING or ecdysis  in insects.","alpha-Ecdysone  Ecdysone","464.63","C27H44O6","(2S;3R;5R;9R;10R;13R;14S;17R)-17-[(2S;3R)-3;6-dihydroxy-6-methylheptan-2-yl]-2;3;14-trihydroxy-10;13-dimethyl-2;3;4;5;9;11;12;15;16;17-decahydro-1H-cyclopenta[a]phenanthren-6-one","CC(C1CCC2(C1(CCC3C2=CC(=O)C4C3(CC(C(C4)O)O)C)C)O)C(CCC(C)(C)O)O","NA","C00477","NA","NA","NA","NA","NA","Pubchem"
"20053","5459840","Ecdysterone","A steroid hormone that regulates the processes of MOLTING or ecdysis  in insects. Ecdysterone is the 20-hydroxylated ECDYSONE.","Ecdysterone beta-Ecdysone Polypodine A  Crustecdysone Isoinokosterone  Viticosterone  Commisterone  Crustecdyson  Ecdysteron  20-HYDROXYECDYSONE","480.63","C27H44O7","(2S;3R;5R;9R;10R;13R;14S;17S)-2;3;14-trihydroxy-10;13-dimethyl-17-[(2R;3R)-2;3;6-trihydroxy-6-methylheptan-2-yl]-2;3;4;5;9;11;12;15;16;17-decahydro-1H-cyclopenta[a]phenanthren-6-one","CC12CCC3C(=CC(=O)C4C3(CC(C(C4)O)O)C)C1(CCC2C(C)(C(CCC(C)(C)O)O)O)O","2R40","C02633","NA","NA","NA","NA","P17672; P13055; P17671; O01639; P50239; Q08893; P45447; P49880; P49881; P49882; P34021; O18473; O18531; P49883","Pubchem"
"20054","115089","Enterodiol","lignan isolated from urine of humans and other mammals","Enterodiol 2;3-bis(3'-hydroxybenzyl)butane-1;4-diol  (-)-Enterodiol  1;4-Butanediol; 2;3-bis((3-hydroxyphenyl)methyl)-; (2R;3R)-  1;4-Butanediol; 2;3-bis((3-hydroxyphenyl)methyl)-; (R-(R*;R*))-","302.36","C18H22O4","(2R;3R)-2;3-bis[(3-hydroxyphenyl)methyl]butane-1;4-diol","C1=CC(=CC(=C1)O)CC(CO)C(CC2=CC(=CC=C2)O)CO","NA","NA","NA","NA","NA","NA","Q9YHT3; P49884; P06212; Q91424; P57717; Q53AD2; Q9TV98; P03372; Q9YHZ7; P49886; Q9QZJ5; P57753; P19785; P16058; P50240; Q9YH33; P50241; O42132; Q29040","Pubchem"
"20055","68570","Epiestradiol","used for treating androgenetic alopecia","Epiestradiol  Alfatradiol alfatradiol  alpha-Estradiol  Estradiol  17alpha-Estradiol  Estradiol-17alpha  .alpha.-Estradiol","272.38","C18H24O2","(8R;9S;13S;14S;17R)-13-methyl-6;7;8;9;11;12;14;15;16;17-decahydrocyclopenta[a]phenanthrene-3;17-diol","CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O","NA","C02537; D07121","HMDB0000429","NA","NA","NA","NA","HMDB"
"20056","244809","Epimestrol","A synthetic steroid with estrogenic activity.","Stimovul  Epimestrol  3-Methoxy-17-epiestriol  3-Methoxyestra-1;3;5(10)-triene-16alpha;17alpha-diol","302.41","C19H26O3","(8R;9S;13S;14S;16R;17S)-3-methoxy-13-methyl-6;7;8;9;11;12;14;15;16;17-decahydrocyclopenta[a]phenanthrene-16;17-diol","CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)OC","NA","C14593; D04021","NA","NA","NA","NA","NA","Pubchem"
"20057","444865","Equilenin","An estrogenic steroid produced by HORSES. It has a total of five  double bonds in the A- and B-ring. High concentration of equilenin is  found in the URINE of pregnant mares.","Equilenin solution  Ambap7299  3-Hydroxy-1;3;5(10);6;8-estrapentaen-17-one","266.33","C18H18O2","(13S;14S)-3-hydroxy-13-methyl-12;14;15;16-tetrahydro-11H-cyclopenta[a]phenanthren-17-one","CC12CCC3=C(C1CCC2=O)C=CC4=C3C=CC(=C4)O","1GS3;1OGX;1CQS;1OH0;1OGZ;1OHO;1W6Y;1QJG","C14303","NA","NA","NA","NA","P03372; Q92731; Q9H2M1; Q9H2M2","Pubchem"
"20058","3247","Equilin","An estrogenic steroid produced by HORSES. It has a total of four  double bonds in the A- and B-ring. High concentration of euilin is  found in the URINE of pregnant mares.","Equilin  Dihydroequilenin  7-Dehydroestrone","268.35","C18H20O2","3-hydroxy-13-methyl-9;11;12;14;15;16-hexahydro-6H-cyclopenta[a]phenanthren-17-one","CC12CCC3C(=CCC4=C3C=CC(=C4)O)C1CCC2=O","NA","C14392; D04041","NA","239","1.41mg/ml at 25C","DB02187","P03372; Q92731; Q9H2M1; Q9H2M2","Pubchem"
"20059","91469","Equol","RN given refers to (S)-isomer; metabolite of daidzein in urine of  animals","Equol 7;4'-dihydroxyisoflavan 4';7-dihydroxy-3;4-dihydroisoflavone equol  7-hydroxy-3-(4'-hydroxyphenyl)chroman equol  (3S)-3-(4-hydroxyphenyl)chroman-7-ol","242.27","C15H14O3","(3S)-3-(4-hydroxyphenyl)chroman-7-ol","C1C(COC2=C1C=CC(=C2)O)C3=CC=C(C=C3)O","NA","C14131","NA","189.5","NA","NA","Q92731","Pubchem"
"20060","27125","Estetrol","A metabolite of ESTRIOL with a 15-alpha-hydroxyl group. Estetrol can  be converted from estriol sulfate or DEHYDROEPIANDROSTERONE SULFATE by  the fetal-placental unit.","Estetrol  Estra-1;3;5(10)-triene-3;15;16;17-tetrol;  (15alpha;16alpha;17beta)-","304.38","C18H24O4","(8R;9S;13S;14S;15R;16R;17R)-13-methyl-6;7;8;9;11;12;14;15;16;17-decahydrocyclopenta[a]phenanthrene-3;15;16;17-tetrol","CC12CCC3C(C1C(C(C2O)O)O)CCC4=C3C=CC(=C4)O","NA","NA","NA","NA","NA","NA","Q9YHT3; P49884; P06212; Q91424; P57717; Q53AD2; Q9TV98; P03372; Q9YHZ7; P49886; Q9QZJ5; P57753; P19785; P16058; P50240; Q9YH33; P50241; O42132; Q29040","Pubchem"
"20061","5757","Estradiol","Generally refers to the 17-beta-isomer of estradiol; an aromatized C18  steroid with hydroxyl group at 3-beta- and 17-beta-position.  Estradiol-17-beta is the most potent form of mammalian estrogenic  steroids. In humans; it is produced primarily by the cyclic ovaries  and the PLACENTA. It is also p","Estradiol  beta-Estradiol  17beta-Estradiol  Estrace progynon  Dihydroxyestrin  Oestradiol Diogynets  Aquadiol  Dihydrofolliculin","272.38","C18H24O2","(8R;9S;13S;14S;17S)-13-methyl-6;7;8;9;11;12;14;15;16;17-decahydrocyclopenta[a]phenanthrene-3;17-diol","CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O","1QKT;1QKU;1JGL;1G50;1JNN;1GWR;1LHU;1PCG;2D06;2J7X;1A52;1AQU;1IOL;1A27;1FDS;1FDT;1FDW;2OCF;1ERE","C00951; D00105","HMDB0000151","178.5","3.6mg/ml at 27C","DB00783","P03372; Q92731; O75469","Pubchem"
"20062","5756","Estriol","A hydroxylated metabolite of ESTRADIOL or ESTRONE that has a hydroxyl  group at C3-beta; 16-alpha; and 17-beta position. Estriol is a major  urinary estrogen. During PREGNANCY; large amount of estriol is  produced by the PLACENTA. Isomers with inversion of the hydroxyl group  or groups are called ep","Estriol  Oestriol  Estratriol  Tridestrin  Ovestrion  Trihydroxyestrin  Aacifemine  Oestratriol  Oestriolum  Destriol","288.38","C18H24O3","(8R;9S;13S;14S;16R;17R)-13-methyl-6;7;8;9;11;12;14;15;16;17-decahydrocyclopenta[a]phenanthrene-3;16;17-triol","CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O","1X8V","C05141; D00185","HMDB0000153","282","441mg/ml at 25C","DB04573","P03372","Pubchem; HMDB"
"20063","5870","Estrone","An aromatized C18 steroid with a 3-hydroxyl group and a 17-ketone; a  major mammalian estrogen. It is converted from ANDROSTENEDIONE  directly; or from TESTOSTERONE via ESTRADIOL. In humans; it is  produced primarily by the cyclic ovaries; PLACENTA; and the ADIPOSE  TISSUE of men and postmenopausal ","Estrone  folliculin Theelin  Cristallovar  Crinovaryl  Aquacrine  Crystogen  Destrone  estrovarin Endofolliculina","270.37","C18H22O2","(8R;9S;13S;14S)-3-hydroxy-13-methyl-7;8;9;11;12;14;15;16-octahydro-6H-cyclopenta[a]phenanthren-17-one","CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O","NA","C00468; D00067","HMDB0000145","260.2","30mg/ml at 25C","DB00655","P03372","Pubchem"
"20064","5991","Ethinyl Estradiol","A semisynthetic alkylated ESTRADIOL with a 17-alpha-ethinyl  substitution. It has high estrogenic potency when administered orally;  and is often used as the estrogenic component in ORAL  CONTRACEPTIVES.","Ethinyl Estradiol  Ethynylestradiol  Estinyl Etinoestryl  Etistradiol  Ethinoral  Eticyclin  Eticyclol  Etinestrol","296.4","C20H24O2","(8R;9S;13S;14S;17R)-17-ethynyl-13-methyl-7;8;9;11;12;14;15;16-octahydro-6H-cyclopenta[a]phenanthrene-3;17-diol","CC12CCC3C(C1CCC2(C#C)O)CCC4=C3C=CC(=C4)O","NA","C07534; D00554","NA","183","11.3mg/ml at 27C","DB00977","P03372; O75469","Pubchem"
"20065","13765","Ethylestrenol","An anabolic steroid with some progestational activity and little  androgenic effect.","Ethylestrenol  Ethylnandrol  Orabolin  Neodurabolin  Duraboral  Maxibalin  Maxibolin Orgabolin  Orgaboral","288.47","C20H32O","(8R;9S;10R;13S;14S;17S)-17-ethyl-13-methyl-2;3;6;7;8;9;10;11;12;14;15;16-dodecahydro-1H-cyclopenta[a]phenanthren-17-ol","CCC1(CCC2C1(CCC3C2CCC4=CCCCC34)C)O","NA","D01414","NA","77","NA","DB01493","Q9TT90; Q8MIK0; O97776; P10275; O97952; Q6QT55; P19091; O97775; O97960; Q9GKL7; P49699; Q7T1K4; P15207; O18925; O18928; O55065; O55066; O93244; O93245","Pubchem"
"20066","5880","Etiocholanolone","The 5-beta-reduced isomer of ANDROSTERONE. Etiocholanolone is a major  metabolite of TESTOSTERONE and ANDROSTENEDIONE in many mammalian  species including humans. It is excreted in the URINE.","Etiocholanolone  5-Isoandrosterone  Aetiocholanolone  5beta-Androsterone  3alpha-Etiocholanolone  1dbj  Etiocholan-3alpha-ol-17-one  alpha-Etiocholanolone  5.beta.-Androsterone","290.44","C19H30O2","(3R;5R;8R;9S;10S;13S;14S)-3-hydroxy-10;13-dimethyl-1;2;3;4;5;6;7;8;9;11;12;14;15;16-tetradecahydrocyclopenta[a]phenanthren-17-one","CC12CCC(CC1CCC3C2CCC4(C3CCC4=O)C)O","1DBJ","C04373","HMDB0000490","NA","NA","DB02854","NA","Pubchem; HMDB"
"20067","16490","Flumethasone","An anti-inflammatory glucocorticoid used in veterinary practice.","Flumethasone  Flucorticin  Flumethason  Cortexilar  Anaprime  Aniprime  Methagon  Flucort  Fluvet","410.45","C22H28F2O5","(6S;8S;9R;10S;11S;13S;14S;16R;17R)-6;9-difluoro-11;17-dihydroxy-17-(2-hydroxyacetyl)-10;13;16-trimethyl-6;7;8;11;12;14;15;16-octahydrocyclopenta[a]phenanthren-3-one","CC1CC2C3CC(C4=CC(=O)C=CC4(C3(C(CC2(C1(C(=O)CO)O)C)O)F)C)F","NA","C14479; D04208","NA","NA","1mg/ml at 20C","NA","NA","Pubchem"
"20068","6215","Fluocinolone Acetonide","A glucocorticoid derivative used topically in the treatment of various  skin disorders. It is usually employed as a cream; gel; lotion; or  ointment. It has also been used topically in the treatment of  inflammatory eye; ear; and nose disorders. (From Martindale; The Extra  Pharmacopoeia; 30th ed; p","Synandone  Synalar Fluocinolone Acetonide  Synandrone  Coriphate  Fluovitif  Flupollon  Percutina  Dermalar  Flucinar Fluocinolone Acetonide","452.49","C24H30F2O6","NA","CC1(OC2CC3C4CC(C5=CC(=O)C=CC5(C4(C(CC3(C2(O1)C(=O)CO)C)O)F)C)F)C","NA","D01825","NA","265.5","11mg/ml at 25C","DB00591","P79686; Q6XLJ0; P49115; P04150; P06537; P49843; O73673; Q9N1U3; Q5R9P5; P59667; P06536; P79269; O13186; O46567; P35547; Q95267; P49844; Q3MSN1; Q3MSN4","Pubchem"
"20069","9642","Fluocinonide","A topical glucocorticoid used in the treatment of ECZEMA.","Fluocinonide  Lidex Fluocinonide  Vanos  Bestasone  Biscosal  Cortalar  Flucinar  Straderm  Topsymin","494.52","C26H32F2O7","NA","CC(=O)OCC(=O)C12C(CC3C1(CC(C4(C3CC(C5=CC(=O)C=CC54C)F)F)O)C)OC(O2)(C)C","NA","D00325","NA","309","4.74mg/ml at 25C","DB01047","P79686; Q6XLJ0; P49115; P04150; P06537; P49843; O73673; Q9N1U3; Q5R9P5; P59667; P06536; P79269; O13186; O46567; P35547; Q95267; P49844; Q3MSN1; Q3MSN4","Pubchem"
"20070","9053","Fluocortolone","A glucocorticoid with anti-inflammatory activity used topically for  various skin disorders.","Fluorocortolone  Fluocortolon  Ultralan oral  Ultralan Fluocortolone  Fluocortolone Pivalate Fluocortolonum  Fluocortolona","376.46","C22H29FO4","(6S;8S;9S;10R;11S;13S;14S;16R;17S)-6-fluoro-11-hydroxy-17-(2-hydroxyacetyl)-10;13;16-trimethyl-6;7;8;9;11;12;14;15;16;17-decahydrocyclopenta[a]phenanthren-3-one","CC1CC2C3CC(C4=CC(=O)C=CC4(C3C(CC2(C1C(=O)CO)C)O)C)F","NA","D04218","NA","188","290mg/ml at 37C","NA","NA","Pubchem"
"20071","9878","Fluorometholone","A glucocorticoid employed; usually as eye drops; in the treatment of  allergic and inflammatory conditions of the eye. It has also been used  topically in the treatment of various skin disorders. (From  Martindale; The Extra Pharmacopoeia; 30th ed; p732)","Fluorometholone  Oxylone  Flumetholon  Cortilet  Delmeson  Trilcin  FML Liquifilm Fluormetholonum","376.46","C22H29FO4","(6S;8S;9R;10S;11S;13S;14S;17R)-17-acetyl-9-fluoro-11;17-dihydroxy-6;10;13-trimethyl-6;7;8;11;12;14;15;16-octahydrocyclopenta[a]phenanthren-3-one","CC1CC2C3CCC(C3(CC(C2(C4(C1=CC(=O)C=C4)C)F)O)C)(C(=O)C)O","NA","D01367","NA","297","30mg/ml at 25C","DB00324","P59667","Pubchem"
"20072","6446","Fluoxymesterone","An anabolic steroid that has been used in the treatment of male  HYPOGONADISM; delayed puberty in males; and in the treatment of breast  neoplasms in women.","Fluoxymesterone  Androfluorene  Androfluorone  Halotestin Androsterolo  Fluosterone  Oralsterone  Fluotestin","336.44","C20H29FO3","(8S;9R;10S;11S;13S;14S;17S)-9-fluoro-11;17-dihydroxy-10;13;17-trimethyl-1;2;6;7;8;11;12;14;15;16-decahydrocyclopenta[a]phenanthren-3-one","CC12CCC(=O)C=C1CCC3C2(C(CC4(C3CCC4(C)O)C)O)F","NA","D00327","NA","270","67.5mg/ml at 25C","DB01185","P03372; P10275","Pubchem"
"20073","5876","Fluprednisolone","A synthetic glucocorticoid with anti-inflammatory properties.","Fluprednisolone  Alphadrol  Isopredon  Vladicort  Etadrol  Flucort  Alphadrol (TN)  6alpha-Fluoroprednisolone  6-alpha-Fluoroprednisolone  Prednisolone; 6alpha-fluoro-","378.43","C21H27FO5","(6S;8S;9S;10R;11S;13S;14S;17R)-6-fluoro-11;17-dihydroxy-17-(2-hydroxyacetyl)-10;13-dimethyl-7;8;9;11;12;14;15;16-octahydro-6H-cyclopenta[a]phenanthren-3-one","CC12CC(C3C(C1CCC2(C(=O)CO)O)CC(C4=CC(=O)C=CC34C)F)O","NA","C14618; D04227","NA","210","NA","NA","NA","Pubchem"
"20074","15209","Flurandrenolone","A corticosteroid used topically in the treatment of various skin  disorders. It is usually employed as a cream or an ointment; and is  also used as a polyethylene tape with an adhesive. (From Martindale;  The Extra Pharmacopoeia; 30th ed; p733)","Flurandrenolone  Fludroxycortide  Cordran Fludroxicortidum  Drenison  Drocort  Sermaka  Haelan","436.51","C24H33FO6","NA","CC1(OC2CC3C4CC(C5=CC(=O)CCC5(C4C(CC3(C2(O1)C(=O)CO)C)O)C)F)C","NA","D00328","NA","251","NA","DB00846","P79686; Q6XLJ0; P49115; P04150; P06537; P49843; O73673; Q9N1U3; Q5R9P5; P59667; P06536; P79269; O13186; O46567; P35547; Q95267; P49844; Q3MSN1; Q3MSN4","Pubchem"
